,nonuniformity,center_field_gauss,r_1_innerrad,r_2_innerrad,r__width,r__thickness,r_1_dist,r_2_dist,g_1_innerrad,g_2_innerrad,g__width,g__thickness,g_1_dist,g_2_dist
22,7.859785225917068e-07,53.48279300198334,149.999999999855,149.99993528369512,19.999986642939902,19.940297169810194,258.1554701843331,292.56631625523664,75.4215570751607,46.500768825054344,18.519352688334312,13.157545323488252,233.5537274250631,153.15374645623868
23,8.060366054432463e-07,10.792666972432945,149.99999924815683,1.352417650178612,19.933783123865712,6.319563525611494,249.719216525759,286.60230117058865,91.38849089874661,28.039162379930552,18.825589583371496,6.975347159998974,259.76995942054214,285.23941920276593
24,8.187774518079299e-07,4.342831605587632,149.99247851887685,149.99998631369883,16.07364069309753,2.0,299.9999999994679,251.58755877236564,95.53366148420322,110.42049287810059,9.873793770230456,11.067876977573976,205.99615246823984,112.66544469218637
25,8.203424741640127e-07,5.3509895280714925,149.99999899159542,143.62046701074718,19.633864888457314,2.0,251.0494132401405,296.4902299096043,30.330832741320346,99.12555004237495,6.7086964617157845,12.208371723171346,26.495709973765003,288.22660845490276
26,8.717259530291713e-07,5.586260444516842,126.65110693377036,149.9999999996706,19.999940793751676,2.0,299.9999999991383,240.5482378742516,76.6337795963577,98.13559435299295,7.724263764638048,6.310400638727994,249.6844583239794,297.67648104817584
27,8.864738295491058e-07,5.630862621023125,149.95997553171853,120.05711441289242,19.99997531853297,2.0,237.19859140825983,299.9987763074357,138.75000335906955,106.85188753308535,14.17935028104206,16.013693935130316,105.03365090246002,226.49609659457096
28,9.274221443574631e-07,2.801579707708473,149.99993664685374,31.413978149859634,9.876453964875859,2.4726662019091945,226.82021748345227,294.78089333154713,32.10888812934262,46.37686095580412,5.4317759764670575,14.964417833822925,29.99202486412208,90.06674812586759
29,9.778706355798323e-07,1.2539105472762913,149.99993885447802,149.99990309116646,4.130578756093068,2.0,255.44465187466483,259.4610826909261,62.80012407307644,145.3934547405116,5.201113732986752,8.779398494772725,119.49375778150889,183.1550738731679
30,9.921612532177192e-07,2.291273781934402,149.995858202558,149.99996932641227,2.037824282298011,7.463853820397153,276.6008946675417,243.36059712429233,94.6826930782984,146.01532236765823,5.736004324924593,13.192216546504815,112.53882452519755,231.25146722022725
31,9.978501430139194e-07,5.445913240942115,149.9999619282908,149.99999057831894,2.03284699663726,17.610170145140142,269.1933909702658,246.80815584448902,78.79706238923144,128.64461290210548,10.230055353171519,11.716115069317185,153.7690108089733,270.75614730774885
32,1.036313046788223e-06,4.587040344351285,149.96891592351992,100.62462513353005,6.662996236229636,4.682216375091002,222.43053344084547,299.9999309998907,127.64453703713839,136.1329102488711,11.976108664833145,4.3721327171980215,109.25655006854186,295.56824981421335
33,1.0446087353049689e-06,2.802491977700644,44.24250802666572,149.99999834631808,2.0,11.338662525011948,299.999999999536,221.82551635419983,3.277392101280865,79.62516921225992,2.146354281302914,18.043324029991574,264.36397505364164,113.12281464898777
34,1.0563980921274103e-06,5.199569328501887,150.0,62.66197908189585,2.0,19.16846666050416,218.1364700855462,299.9985147308545,69.98550154677497,72.16197402497772,13.470246234267902,8.17085545897853,156.5965028440454,180.85300729773667
35,1.0024046626922713e-05,88.23102670509954,1.0,149.9999999947181,19.99999999994276,19.999999999967628,299.9999999995623,58.16801210267026,40.89112316027972,41.62488357469152,6.952995927430846,18.635535275951966,97.28686722637296,2.8134252815731324
36,1.0024046627055208e-05,88.23102816264942,1.0000022438790694,149.99999999998093,19.99999999999919,19.99999999999739,299.99989369685693,58.16800921743973,12.102088226408526,81.82471267753387,17.25638057304894,14.634157454586232,102.47551632060303,42.866689682696276
37,1.00240519425385e-05,88.23035100655035,149.99999935792636,1.0,19.999939255123337,19.999892898789476,58.167991572711145,299.9999999992493,77.2778457783055,44.39236764005343,14.544979720232476,9.187003660419325,35.71155442794875,179.1618958557017
38,1.0024056958648726e-05,88.23042821486109,150.0,1.0001138834969623,19.999999999999932,19.999872919408862,58.16801286549517,299.9999999999858,62.304496581197974,9.391095919967906,14.516792845719735,13.615037301890776,18.141273947409307,236.08212139902213
39,1.0024067648736138e-05,88.22972972348673,1.0,149.99997891820243,19.999798507779236,19.99986487700817,299.99999999027307,58.167960774503,45.581570857185014,78.82121116887986,9.748319155496043,4.9971942274431305,222.31933996818447,34.98521375250945
40,1.0024069089414268e-05,88.22664431169407,1.0,149.99999999998548,19.99999528418408,19.998989679141793,300.0,58.16796637750974,58.33464335824044,99.98835448641341,18.248111959170835,9.947335101784807,163.06758967367736,8.210093380868647
41,1.002407608700834e-05,88.22905788484175,1.0003188496568405,149.99999446620905,19.999999999993804,19.999570897221524,299.9999656732492,58.168000002007346,63.12483490994941,86.53449145160475,12.135103823464535,8.884161122528731,226.40973732907648,52.93122744725344
42,1.0257963175964952e-05,8.901469423030955,149.99999999807537,1.0,20.0,2.0,57.78824999328583,299.9999491071253,50.408194808218724,76.43829775107812,3.9668378112812532,2.385703850395795,10.419324147156226,211.59977864272184
43,1.02579645111546e-05,8.90146819549784,1.0000199376256238,149.9999988496171,19.999997933119744,2.0,299.9999998415466,57.78824987428568,18.40742916678478,33.00489454433234,12.804086946204018,9.374735173969814,168.49610325275765,16.906617684247013
44,1.0257965763467387e-05,8.90147324290917,149.99999999980443,1.0,19.999999999999147,2.0,57.788232404570266,299.9999999998252,141.89131151845385,11.541953227021628,6.475001258981381,15.4711607260721,3.7910417176621527,219.65403107301526
45,1.0257977868953184e-05,8.901420329380997,149.99998959581316,1.0000452042155241,19.99986960729431,2.0,57.788226221927744,299.9999999871048,34.908951134920244,83.45908955719374,7.514540357086956,5.439276938708185,11.824421703356842,196.2444597015239
46,1.2707492127430369e-05,68.21276810883771,149.99999768907236,149.99999996033813,19.99999511522858,19.999999999999552,299.99999999523556,58.10402422224516,119.42074186178955,137.7203795983779,2.810040170803906,13.097742803872475,278.828712027941,80.07961320252745
47,1.270749558121133e-05,68.21282601221992,149.99999999999972,149.99999999623415,19.999999999610523,20.0,299.99990200188023,58.103997881538604,142.35259827327286,63.470616608950635,11.456860326720673,6.617438936325989,254.17448533256913,4.805645956213501
48,0.0004817816753205675,2.4874842306762064,1.0,149.99999999999713,2.0,20.0,299.99999999964876,299.99999999964393,12.771461877514085,26.69533510452243,2.934696634480347,3.409539158814378,179.47569027611215,179.00726794551605
49,0.006000802297768324,339.88903690777477,149.99999999999906,149.99999999999778,19.999999999999936,20.0,1.0,1.0,149.18154131035334,29.182277668158022,13.132812536290283,8.363362500685401,101.22153923535136,2.7346261931482383
